date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Bearing_temperature,Generator_speed,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
30-12-2021,11.2,4.85,54.41,77.53,50,3.69,82.27,118.75,70,2215.23,18.1,8.96,34.51,13.65,No_failure
26-06-2021,11.6,2.48,40,85.49,66.25,-3.98,192.85,40.06,70,1463.63,18.15,43.12,32.5,15.79,No_failure
08-02-2021,28.99,3.06,40,82.94,74.8,3.32,230.82,47.31,70,1444.64,17.05,18.77,21.08,14.84,No_failure
03-10-2021,16.74,3.5,40,93.36,71.5,-20,276.09,50.36,70,1258.24,60,38.17,1.89,15.86,No_failure
04-05-2021,5.95,3.14,24.17,92.93,64.18,37.49,94.39,45.19,70,1314.02,0.62,3.45,29.34,14.81,No_failure
30-09-2021,8.78,2,40,80.59,59.13,26.48,176.12,40.38,100,1165.06,42.03,67.5,72.98,15.57,No_failure
05-04-2021,21.38,2.49,24.03,88.25,68.24,-7.46,59.01,31.08,70,1397.34,6.63,32.44,7.62,16.39,No_failure
29-09-2021,7.69,3.19,2.77,85.37,54.47,-20,113.04,53,100,1459.21,15.93,74.35,29.04,20,No_failure
11-11-2021,7.28,2.8,40,71.62,58.14,24.46,273.25,43.54,70,1267.66,37.15,3.43,38.73,16.45,No_failure
14-03-2021,14.34,2.78,40,88.05,62.98,-9.39,80.26,52.59,100,1656.3,25.61,12.16,53.41,15.68,No_failure
05-08-2021,22.61,3.24,6.3,83.15,50,18.34,192.59,41.14,100,1800,9.5,141.11,26.23,13.67,No_failure
07-09-2021,11.38,2.69,24.66,92.75,71.03,-8.51,200.62,44.69,100,1320.51,60,37.19,80,15.8,No_failure
20-01-2021,12.39,2.99,38.79,87.58,62.86,19.9,102.31,54.06,100,1234.6,32.03,69.18,-31.51,17.49,No_failure
31-07-2021,18.69,3.36,17.25,96.06,73.89,27.34,252.35,42.06,70,1528.24,23.74,35.03,69.57,11.84,No_failure
20-04-2021,13.29,2.51,31.96,75.23,75.67,13.39,264.44,58.21,100,1246.74,60,30.37,-15.16,15.97,No_failure
19-04-2021,44.8,0.49,-37.91,63.06,103.77,-6,13.31,-14.39,41.8,354.48,177.41,-286.54,-70.8,20.25,Failure
12-01-2021,13.19,2.56,3.44,77.62,56.62,4.28,229.31,54.44,70,1469.89,52.82,91.6,-37.61,11.38,No_failure
24-11-2021,23.55,2.57,11.72,75.75,60.32,22.62,192.97,47.43,70,1439.68,18.83,6.63,45.22,17.19,No_failure
22-01-2021,40.25,0.87,-58.8,40.13,106.93,-10.15,7.94,-14.72,52.41,544.51,104.93,177.94,-74.53,27.72,Failure
16-04-2021,15.44,2,6.55,70.84,75.81,-3.77,117.41,41.78,70,1342.12,40.34,118.29,40.46,15.4,No_failure
19-03-2021,21.94,2.55,30.64,86.87,87.55,10.56,114.2,43.36,100,1344.4,60,105.32,55.71,17.12,No_failure
08-08-2021,1.12,5.56,134.44,136.27,118.22,66.16,431.9,77.53,115.67,2477.64,129.02,-162.14,113.39,116.97,Failure
02-05-2021,30,2.76,1.44,73.1,53.77,-7.33,266.68,54.26,70,1384.53,58.86,2.33,-17.57,14.69,No_failure
05-02-2021,44.11,0.91,-59.25,14.11,105.96,-15.51,7.74,20.03,25.76,660.73,135.18,46.04,-88.13,24.41,Failure
08-11-2021,29.44,2.71,9.63,76.66,83.64,12.22,156.69,37.14,100,1047.19,13.2,20.42,25.78,16.65,No_failure
03-01-2021,27.24,3.28,38.37,83.71,69.66,18.38,114.24,50.45,70,1800,1.76,37.92,40.55,13.26,No_failure
25-03-2021,15.37,2.6,13.28,74.57,54.3,-10.94,50,46.76,100,1213.67,60,24.22,80,14.87,No_failure
19-07-2021,21.24,3.09,3.48,99.78,64.19,34.12,79.08,53.4,70,1536.09,21.28,60.71,24.68,19.36,No_failure
27-07-2021,26.34,2.35,7.47,85.46,62.4,29.44,209.73,47.29,100,1324.07,7.25,29.38,-20.86,13.22,No_failure
03-04-2021,29.07,3.42,23.63,84.35,80.15,-20,157.43,49.35,70,1321.57,5.48,24.79,-4.86,20,No_failure
11-12-2021,16.62,3.47,40,80.24,61.42,12.18,300,60,80.03,1784.49,15.16,92.76,66.91,13.49,No_failure
05-06-2021,17.06,3,8.24,84.85,50,17.39,245.12,50.24,100,1784.25,36.23,9.48,2.65,12.49,No_failure
10-03-2021,21.22,2.37,21.92,94.96,84.37,9.27,152.72,42.37,70,1343.17,12.16,32.2,13.61,12.79,No_failure
17-11-2021,15.82,2.62,17.33,72.38,75.82,-4.89,115.61,41.04,87.23,1490.52,60,14.96,47.04,20,No_failure
09-06-2021,28.33,2.15,40,72.45,69.94,21.55,144.87,56.6,100,1467.09,21.85,4.04,-5.43,18.52,No_failure
10-04-2021,41.28,0.08,-34.49,14.77,125.12,-11.09,39.25,-19.43,13.71,714.24,135.9,289.64,-69.4,29.06,Failure
22-04-2021,30,3.46,29.76,95.21,61.51,11.91,197.5,38.22,70,1236.53,30.02,46.65,28.7,15.99,No_failure
21-01-2021,13.54,2.3,22.29,92.08,80.76,22.27,156.19,56.09,77.18,1578.39,1.69,14.44,75.52,15.69,No_failure
22-06-2021,10.68,2.53,9.45,71.2,68.34,13.89,84.24,60,81.82,1317.27,6.46,24.29,42.81,17.69,No_failure
13-05-2021,7.19,,40,74.95,75.8,10.55,195.12,30.73,71.68,1287.25,50.04,139.52,61.28,16.23,No_failure
22-02-2021,14.28,2.75,40,80.35,57.1,-1.73,229.72,33.77,100,1487.64,60,14.81,-18.85,12.72,No_failure
27-05-2021,22.12,,40,78.11,81.27,25.41,300,46.97,70,1000,20.05,19.46,31.06,19.38,No_failure
04-11-2021,9.62,2,0.98,95.25,50,13.21,149.95,57.88,70,1800,14.12,51.24,-12.88,17.12,No_failure
01-06-2021,3,3.46,12.71,79.36,73.92,14.34,167.92,60,100,1093.52,40.44,35.55,80,10.93,No_failure
07-03-2021,40.13,0.45,-43.98,50.42,104.79,-17.99,21.96,-4.48,25.25,768.1,76.85,384.77,-89.23,29.53,Failure
19-01-2021,4.19,2.65,40,75.13,52.27,10.82,154.73,33.3,100,1506.55,37.51,17.92,-3.08,12.33,No_failure
03-03-2021,44.42,0.68,-32.02,30.24,129.37,-6.57,25.44,-9.28,38.16,455.1,89.02,48.57,-82.18,24.95,Failure
02-12-2021,0.62,11.05,3.73,129.64,128,64.49,419.3,83.41,111.7,2444.02,91.27,-169.12,118.16,106.18,Failure
10-04-2021,28.8,2.91,40,93.77,63.6,13.7,210.16,34.39,81.78,1288.63,13.93,18.56,27.5,14.72,No_failure
12-01-2021,18.1,2.42,40,74.67,71.43,40,102.18,40.59,100,1529.75,20.74,15.78,71.52,20,No_failure
27-02-2021,16.66,2,40,95.18,71.07,20.9,156.62,35.81,70,1214.17,35.42,22.29,23.17,13.34,No_failure
09-11-2021,11.96,3.26,14.01,79.49,73.55,31.86,242.55,34.65,100,1051.3,42.61,26.36,24.49,15.01,No_failure
08-03-2021,22.03,2.41,0.56,86.11,63.36,23.83,215.58,56.55,100,1298.38,24.24,2.18,7.19,18.04,No_failure
18-02-2021,19.52,2.64,40,92.33,68.36,0.98,131.06,39.32,70,1310.64,32.05,34.97,56.41,11.87,No_failure
02-09-2021,15.16,2.98,2.19,77.62,80.68,27.37,218.76,42.64,79.87,1073.76,7.34,106.05,54.89,16.27,No_failure
08-11-2021,16.15,3.21,21.85,96.9,80.32,7.31,197.56,46.55,78.96,1268.09,8.6,106.13,16.55,10,No_failure
03-05-2021,24.9,2.87,11.11,91.89,50.9,1.42,296.63,38.48,70,1381.69,36.75,67.37,53.01,12.55,No_failure
05-04-2021,12.67,3.01,5.94,91.76,60.59,-8.94,50,42.08,70,1609.06,7.77,49.96,22.82,12.06,No_failure
21-07-2021,13.08,2.81,13.45,72.08,78.54,40,165.37,42.5,100,1598.23,59.79,77.3,-1.74,14.64,No_failure
05-01-2021,7.5,2,13.65,78.59,81.84,24.87,144.25,51.05,70,1355.26,60,37.77,28.05,18.57,No_failure
12-02-2021,16,3.2,0.69,95.04,90,-11.59,145.32,60,70,1339.04,9.91,52.59,36.9,17.81,No_failure
09-03-2021,13.87,2.89,0.83,95.56,68.2,-20,188.33,47.59,70,1259.3,1.51,28.52,7.65,18.15,No_failure
29-01-2021,25.44,3.26,2.87,95.11,67.61,13.23,236.99,56.27,70,1319.53,1.08,77.32,0.25,14.89,No_failure
09-11-2021,20.08,2.96,40,83.67,74.57,27.66,140.63,47.86,70,1534.93,52.69,107,63.63,13.6,No_failure
19-03-2021,17.59,2.72,3.55,95.41,73.95,-3.48,208.23,46.31,70,1033.76,60,63.37,-15.55,18.17,No_failure
06-11-2021,14.44,2.98,40,70.19,59.38,34.32,77.84,40.23,70,1000,56.05,21.83,22.94,17.49,No_failure
23-09-2021,1.25,11.68,5.43,137.15,121.92,68.27,402.81,82.94,119.57,2388.07,103.72,83.64,103.98,82.97,Failure
09-11-2021,9.36,2.74,40,74.94,74.02,-2.4,172.86,37.44,70,1459.14,3.98,88.5,41.74,13.41,No_failure
25-11-2021,15.44,2.9,23.54,96.19,58.07,32.3,109.05,53.42,70,1638.51,52.69,18.09,-8.81,11.05,No_failure
16-01-2021,13.19,2.37,0.79,83.2,80.78,-0.49,218.75,52.08,100,1571.83,60,24.31,24.99,12.74,No_failure
25-11-2021,19.95,2.84,40,89.32,50,0.57,132.94,58.25,70,1791.33,16.73,13.62,19.44,18.2,No_failure
17-04-2021,17.07,3.5,1.51,78.4,54.7,-2.4,187.06,30.5,70,1356.55,9.65,6.13,1.44,14.79,No_failure
08-04-2021,14.27,2.59,36.23,76.21,65.49,17.37,228.97,41.33,70,1414.88,42.22,65.13,39.35,10.77,No_failure
02-10-2021,24.81,2.51,40,78.19,71.7,0.66,289.23,30,70,1364.19,60,88.87,-38.11,17.15,No_failure
14-05-2021,42.26,0.3,-38.31,18.98,103.53,-10.49,1.19,16.08,54.29,628.03,104.76,-43.76,-86.82,22.69,Failure
18-12-2021,21.88,2.91,36.46,76.95,76.61,35.09,256.5,43.38,70,1522.03,12.21,101.54,33.48,17.5,No_failure
28-04-2021,38.22,0.88,-48.06,28.5,110.39,2.2,15.68,12.41,22.51,530.85,169.3,52.81,-84.89,24.07,Failure
12-06-2021,12.8,2,2.18,98.39,90,31.46,201.77,40.15,86.57,1382.76,14.12,51.84,15.68,17.23,No_failure
30-06-2021,3,3.31,22.22,80.8,75.81,-10.2,213.72,50.5,96.9,,20,17.97,21.72,13.28,No_failure
21-12-2021,16.24,2.47,34.42,87.01,70.66,5.65,223.78,45.74,70,1298.6,46.68,103.58,-2.23,10,No_failure
25-04-2021,44.34,1,-42.58,34.13,126.99,3.42,21.2,3.68,38.42,364.17,148.18,-5.78,-67.02,20.12,Failure
26-08-2021,10.92,3.43,17.91,83.61,87.16,2.01,213.41,37.38,70,1597.99,38.71,18.46,24.96,13.35,No_failure
09-08-2021,7.37,2.95,40,84.42,82.42,11.72,113.47,60,100,1029.96,18.89,96.58,-9.74,20,No_failure
12-02-2021,44.57,0.28,-46.93,20.68,113.71,-8.29,16.85,24.8,22.29,416.38,150,382.81,-62.85,28.73,Failure
20-11-2021,4.6,2.5,1.52,93.7,65.66,40,84.67,53.25,70,1450.06,60,29.57,12.3,15.53,No_failure
16-01-2021,12.19,3.14,12.94,71.68,70.26,21.54,140.6,45.65,70,1263.62,28.97,0.76,1.41,13.34,No_failure
24-06-2021,16.99,2.12,9.59,94.38,65.93,7.51,300,39.9,70,1564.19,34.96,23.95,37.79,16.55,No_failure
05-03-2021,30,3.03,32.47,95.85,78.52,18.93,126.84,46.02,70,1119.75,24.88,33.15,-40,17.5,No_failure
11-05-2021,44.34,0.66,-38.74,34.56,101.03,1,4.77,2.46,55.56,315.33,179.91,297.43,-61.71,22.21,Failure
09-10-2021,5.56,2.97,40,73.78,77.29,5.85,205.89,48.02,100,1689.13,26.64,46.26,-19.91,14.16,No_failure
15-09-2021,19.91,2.65,7.7,82.66,70.71,-7,203.87,42.35,70,1461.12,41.27,43.97,45.55,16.28,No_failure
28-04-2021,17.51,2.36,24.15,79.68,74.66,28.36,143.71,45.01,100,1300.59,30.31,75.49,18.76,16.68,No_failure
19-10-2021,0.86,11.36,113.04,122.69,110.41,63.16,374.25,91.74,112.09,2227.1,165.57,158.56,100.54,81.11,Failure
02-08-2021,1.52,8.17,76.2,129.88,103.53,84.44,395.75,78.8,139.8,2023.14,171.09,-16.92,107.02,97.13,Failure
26-09-2021,6.16,2.99,39.94,76.1,90,40,50,41.13,70,1314.41,27.51,16.62,7.4,13.46,No_failure
31-10-2021,20.89,2.41,36.93,95.42,85.62,18.99,243.75,35.71,100,1286.3,1.21,31.73,58.5,12.58,No_failure
20-07-2021,30,2.69,28.13,73.12,67.56,33.19,180.82,54.4,100,1280.37,37.87,13.72,41.56,16.89,No_failure
02-06-2021,19.38,2.46,3.63,98.44,79.28,33.02,143.58,39.23,70,1675.2,10.34,63.54,9.97,14.23,No_failure
10-12-2021,8.75,2.71,28.7,90.7,53.92,1.91,87.68,50.61,100,1145.62,34.27,13.75,-11.68,14.91,No_failure
14-06-2021,19.06,2.24,14.81,87.92,62.13,-6.48,185.42,52.86,70,1248.36,50.9,8.52,9.46,11.67,No_failure
09-03-2021,30,2.6,19.22,86.98,56.21,36.15,156.04,58.77,100,1091.89,45.88,65.12,80,13.34,No_failure
20-12-2021,23.41,2.26,40,70.04,50,40,142.2,30,100,1311.75,25.99,153.93,74.63,16.62,No_failure
21-08-2021,5.74,2.77,16.92,84.28,64.27,20.49,160.02,30,71.52,1404.86,8.03,25.75,52.18,15.6,No_failure
24-12-2021,29.97,2.03,40,90.42,71.28,16.03,120.27,48.18,70,1587.44,28.37,27.73,-16.68,12.31,No_failure
03-05-2021,24.67,2.28,12.03,80.59,61.03,3.76,176.27,37.19,100,1260.1,1.98,18.79,11.34,15.45,No_failure
09-04-2021,38.25,0.33,-54.8,54.25,100.71,-4.05,16.52,18.56,43.01,773.94,166.71,33.51,-83.33,25.42,Failure
29-08-2021,10.81,3.14,40,79.45,80.28,-2.82,231.42,48,70,1210.83,9.03,15.5,-13.79,16.53,No_failure
20-05-2021,9.21,2.48,40,83.86,63.89,-20,126.96,43.15,70,1000,4.6,56.49,27.32,15.84,No_failure
03-07-2021,0.94,7.86,127.51,142.78,127.1,80.56,379.41,74.12,127.57,2390.83,124.24,-200.56,112.8,79.72,Failure
31-05-2021,3,3.5,40,84.55,79.49,2.52,223.62,30,100,1397.3,2.68,29.79,80,14.18,No_failure
15-12-2021,6.37,2.22,40,76.25,75.47,6.39,127.02,39.67,70,1361.69,1.35,17.56,-38.4,12.22,No_failure
21-08-2021,20.62,2.18,23.94,84.24,54.05,14.97,200.48,37.35,85.58,1307.25,8.01,33.89,1.35,14.42,No_failure
17-12-2021,0.64,5.32,17.33,133.38,100.1,61.12,383.8,76.66,128.55,2222.01,79.83,-49.92,99.18,110.12,Failure
01-04-2021,13.09,2.61,20.27,79.35,62.43,28.04,163.59,53.11,100,1607.83,53.98,24.22,45.96,13.97,No_failure
07-08-2021,12.07,2.48,40,98.36,77.71,11.84,235.55,47.64,100,1800,36.36,11.78,28.09,19.51,No_failure
25-07-2021,22.03,2.55,11.65,84.68,64.73,-1.09,159.08,49.16,100,1246.81,14.6,37.7,51.46,14.51,No_failure
26-11-2021,12.34,2.77,40,70.93,83.99,20.93,203.39,37.26,70,1182.78,50.79,6.27,24.3,15.44,No_failure
18-09-2021,15.63,2.16,22.22,88.6,60.53,25.87,300,56.02,100,1367.01,45.82,3.62,43.45,17.54,No_failure
13-02-2021,44.67,0.15,-46.64,28.76,107.41,-1.14,24.26,21.04,10.1,789.43,128.12,327.05,-68.52,20.47,Failure
18-08-2021,12.49,3.4,4.75,76.87,78.91,-16.71,180.19,54.4,100,1614.75,21.13,27.27,-14.24,13.06,No_failure
29-07-2021,17.31,2.99,40,76.01,85.02,16.95,209.39,45.15,70,1132.65,46.03,234.95,-21.79,13.47,No_failure
11-03-2021,5.36,3.12,19.7,78.64,79.62,-7.43,216.89,37.12,100,1524,22.27,2.63,80,12.71,No_failure
28-12-2021,20.17,6.03,41.11,79.76,76.17,28.78,300,54.72,82.24,1933.48,38.13,32.43,-33.45,15.54,No_failure
29-12-2021,1.66,5.07,-8.1,121.76,127.06,66.86,411.92,91.98,111.21,2463.62,162.96,-90.75,119.96,102.62,Failure
31-08-2021,18.43,3.2,15.77,98.15,71.93,0.66,218.19,48.79,100,1189.21,40.57,51.38,30.31,11.3,No_failure
24-06-2021,41.85,0.96,-43.55,26.18,118.04,-19.15,39.73,-14.59,56.44,398.94,93.89,365.76,-57,24.03,Failure
31-05-2021,13.61,3.32,14.03,85.46,71.66,17.18,230.27,38.51,70,1063.62,37.03,58.18,80,16.57,No_failure
18-01-2021,12.84,2.49,40,76.3,50,21.03,215.48,40.66,100,1682,9.05,9.78,16.19,16.59,No_failure
13-09-2021,18.93,3.45,40,73.5,79.18,-6.43,95.92,39.27,100,1403.67,59.49,102.67,11.67,16.98,No_failure
27-07-2021,16.29,2.67,15.12,98.18,81.72,5.61,57.47,42.47,70,1293.33,8.22,32.51,75.54,19.39,No_failure
18-01-2021,11.56,2.4,40,75.59,67.32,10.89,111.33,42.53,70,1085.53,4.36,12.77,9.83,17.87,No_failure
15-02-2021,16.06,3.37,12.78,93.49,63.3,-8.43,179.6,47.93,90.01,1578.8,60,62.92,71.53,15,No_failure
28-09-2021,10.66,3.01,26.39,74.81,90,-5.67,142.3,45.72,100,1000,60,43.64,20.01,13.44,No_failure
09-07-2021,0.02,10.37,129.55,124.24,102.03,79.31,429.98,84.77,130.87,2453.83,92.24,192.33,96.28,119.2,Failure
18-05-2021,44.29,0.24,-57.79,66.08,121.61,1.15,0.13,11.3,52.44,596.87,126.94,-89.09,-81.26,22.73,Failure
01-11-2021,16.34,2.36,9.28,93.94,54.54,-11.24,189.04,53.87,100,1298.99,38,55.35,55.51,20,No_failure
14-08-2021,19.01,3.18,3.04,80.43,75.15,23.22,161.06,35.11,70,1237.48,28.95,47.94,33.78,10.33,No_failure
14-02-2021,3,2.55,40,93.97,87.57,7.4,286.47,45.29,70,1000,4.93,12.25,31.47,14.28,No_failure
12-02-2021,25.27,2.52,16.32,74.9,77.08,0.43,202.31,59.54,70,1800,4.79,89.72,20.07,14.67,No_failure
09-04-2021,24.53,2.15,31.73,87.09,78.64,18.44,187.24,30,100,1126.57,9.06,1.59,24.34,10.78,No_failure
10-10-2021,14.16,2.51,15.53,70.49,60.92,1.88,51.93,50.59,76.8,1004.89,7.56,58.12,64.72,14.01,No_failure
10-02-2021,14.83,2.51,30.77,93.65,79.03,-2.78,300,43.18,70,1556.99,60,7.71,-8.86,12.44,No_failure
05-11-2021,9.03,2.91,40,80.07,50,10.52,172.72,57.55,70,1234.41,49.5,79.37,60.58,18.61,No_failure
30-06-2021,16.52,2.75,2.93,70.15,75.04,31.15,168.58,60,70,1513.54,60,12.06,32.16,11.33,No_failure
16-05-2021,30,2.65,40,76.57,82.11,-9.62,175.82,32.75,70,1779.59,17.7,39.37,-28.84,18.15,No_failure
14-03-2021,11.9,3.36,0.93,78.04,72.84,-6.51,166.51,38.02,100,1489.28,60,80.32,80,20,No_failure
31-03-2021,5.58,2.36,33.15,74.61,74.89,30.42,117.13,53.41,70,1081.29,11.3,73.43,24.87,10.88,No_failure
25-06-2021,20.76,2.78,31.99,73.89,84.7,-3.14,156.06,50.41,70,1296.74,4.01,20.38,7.98,10,No_failure
21-10-2021,21.35,2.75,40,80.8,75.5,6.43,269.03,54.61,100,1455.62,38.19,127.91,-21.6,17.36,No_failure
05-07-2021,21.55,2.49,40,87.49,61.06,-10.18,300,41.15,70,1271.43,60,15.05,75.16,13.3,No_failure
22-02-2021,15.33,3.06,40,71.54,77.72,-4.23,263.14,45.79,100,1437.71,29.54,6.79,3.4,16.35,No_failure
25-08-2021,13.19,2.63,40,85.67,68.34,21.93,222.06,30,70,1382.73,26.46,93.69,51.48,16.72,No_failure
23-12-2021,-4.2,3.06,2.87,88.31,75.73,17.83,126.22,54.62,70,1208.74,13.42,14.8,10.67,13.17,No_failure
16-07-2021,26.76,2.15,5.48,97.34,61.97,-20,120.06,39.01,80.23,1404.65,12.17,9.26,-39.99,17.97,No_failure
17-03-2021,18.07,2.95,10.62,70.64,55.51,13.98,157.79,31.36,70,1679.68,21.44,26.8,16.06,13.42,No_failure
26-08-2021,15.73,3.18,40,75.35,61.6,-6.15,232.09,52.61,100,1657.99,39.94,8.95,1.66,12.91,No_failure
29-09-2021,7.72,2.87,14.84,77.47,62.26,-20,175.17,43.37,70,1425.95,21.92,2.54,65.58,10.09,No_failure
22-02-2021,28.93,2.53,40,80.9,60.65,2.16,151.4,55.44,70,1635.39,30.07,37.65,30.02,15.45,No_failure
29-08-2021,18.72,2.83,2.7,96.5,84.09,-1.22,50,40.8,100,1103.11,60,21.07,13.9,12.48,No_failure
13-08-2021,14.14,2.88,4.04,71.73,80.59,-20,241.21,31.22,70,1557.01,40.42,8.19,-40,14.96,No_failure
17-10-2021,30,3.37,12.75,79.64,65.31,7.34,159.19,48.88,70,1800,17.46,14.91,36.01,15.35,No_failure
17-07-2021,26.81,2.3,19.03,97.59,63.64,3.86,144.42,52.45,70,1362.14,3.26,14.67,12.88,16.81,No_failure
26-04-2021,15.64,2.93,19.87,89.6,56.61,-0.93,147.1,60,70,1473.67,4.83,28.59,-13.28,19.07,No_failure
07-01-2021,14.34,3.39,40,72.05,78.36,40,182.64,42.2,89.69,1311.08,5.04,32.19,6.1,19.74,No_failure
12-12-2021,18.33,3.17,39.69,93.74,69.21,16.42,50,50.3,100,1382.51,53.23,122.66,-28.1,18.07,No_failure
05-11-2021,3,2.41,37.09,76.6,64.51,1.97,129.56,47.86,100,1043.24,3.41,18.68,29.07,15.88,No_failure
24-03-2021,3,3.2,40,99.95,60.07,-4.88,184.87,45.96,70,1520.06,0.65,68.48,24.39,17.42,No_failure
08-06-2021,23.2,2.6,29.85,82.86,83.51,19.14,270.86,52.38,100,,13.4,77.48,14.27,15.55,No_failure
03-10-2021,1.48,7.71,72.04,137.29,106.26,62.43,441.43,93.01,137.38,2192.97,129.83,-201.67,107.92,78.27,Failure
02-08-2021,23.4,2.85,26.49,81.57,53.8,-8.3,187.6,51.24,100,1708.65,15.39,105.73,56.48,11.19,No_failure
18-02-2021,16.27,2.29,40,96.99,65.3,30.9,258.76,42.62,70,1064.78,32.21,21.08,10.96,15.07,No_failure
26-11-2021,0.9,10.61,70.53,138.09,116.46,66.04,385.99,87.82,141.29,2151.47,174.47,354.21,107.92,116,Failure
14-05-2021,9.4,2.41,40,88.39,77.26,11.49,190.61,51.15,70,1489.01,22.31,40.43,-3.03,13.4,No_failure
21-04-2021,12.99,2.42,7.08,98.47,68.82,-6.14,300,48.86,70,1081.13,20.85,26.04,4.78,15.2,No_failure
20-03-2021,13.68,2.11,10.91,71.55,67.55,23.14,140.77,35.1,100,1035.73,24.4,48.76,-4.55,17.75,No_failure
06-06-2021,16.78,3.01,12.77,83.97,58.77,-6.16,185.97,52.74,74.86,1523.06,60,12.28,14.26,13.79,No_failure
29-11-2021,14.74,3.32,40,81.46,59.97,33.07,228.91,55.5,100,1561.75,17.56,0.8,3.24,10,No_failure
31-01-2021,3,2.77,40,74.01,72.99,-15.2,300,60,70,1377.15,5.66,59.18,-36.87,20,No_failure
09-08-2021,26.5,3.21,40,75.52,81.87,18.57,207.11,39.36,70,,55.6,20.08,-11.6,10.98,No_failure
08-10-2021,11.44,2.63,40,87.24,86.31,-8.44,102.13,45.22,100,1000,22.9,28.44,76.4,13.67,No_failure
17-08-2021,21.58,2.35,15.02,98.21,70.12,14.81,107.72,54.92,83.75,1411.62,10.93,72.21,25.41,15.38,No_failure
23-11-2021,3,2,24.3,72.56,72.98,31.61,155.29,60,96.03,1577.72,60,56.48,-7.92,16.65,No_failure
01-01-2021,44.27,0.63,-55.53,52.86,116.77,-2.75,34.19,-14.27,11.42,473.17,112.68,171.34,-84.71,26.71,Failure
03-08-2021,23.51,2.6,12.08,91.02,74.59,-1.07,219.66,36.44,100,1732.64,2.72,24.83,-3.99,15.31,No_failure
12-09-2021,17.68,2.57,40,98.87,76.98,12.19,236.32,44.48,70,1577.43,25.43,11.32,36.37,15.33,No_failure
08-06-2021,28.12,2.64,40,87.51,50,26.34,144.46,44.59,70,1442.93,60,27.43,41.53,13.82,No_failure
07-05-2021,11.37,2.3,40,95.83,66.6,-3.39,226.67,34.9,70,1473.12,6.42,69.33,-15.48,11.9,No_failure
17-12-2021,16.33,3.13,19.18,92.78,71.17,16.78,177.81,45.27,100,1322.53,18.84,40.11,80,16.79,No_failure
07-07-2021,30,2.54,38.12,80.45,74.75,11.06,212.92,30,88.81,1000,45.93,127.86,68.34,16.15,No_failure
17-09-2021,13.12,3.2,40,87.76,66.59,12.18,256.61,60,70,1574.45,10.3,11.48,38.84,13.05,No_failure
21-11-2021,15.18,3.21,22.48,79.34,82.32,31.53,243.1,53.99,100,1050.81,8.19,22.82,22.69,13.05,No_failure
01-06-2021,3.71,2.44,27.47,90.89,61.44,16.24,300,43.63,97.11,1508.39,1.59,30.69,9.34,15.24,No_failure
30-01-2021,21.61,2.32,7.11,70.94,69.32,16.26,148.49,44.15,93.41,1087.09,29.84,40.05,17.5,16.76,No_failure
01-01-2021,28.74,2.73,0.23,85.63,74.6,-17.72,296.06,59.32,70,1000,21.18,4.17,2.23,12.01,No_failure
22-06-2021,21.3,2.43,32.71,76.51,69.16,25.77,273.11,53,70,1361.67,60,7.03,65.15,11.63,No_failure
18-07-2021,0.67,6.89,110.04,142.94,109.59,66.18,441.33,91.43,111.34,2413.39,162.52,215.15,110.33,119.89,Failure
22-12-2021,21.44,3.27,40,97.21,78.34,-3.03,174.78,35.34,94.04,1266.64,7.88,49.73,55.08,15.81,No_failure
29-04-2021,41.5,0.33,-55.01,47.43,121.6,-7.94,31.4,11.64,36.95,379.87,123.22,90.57,-63.7,23.11,Failure
19-02-2021,8.01,2.69,32.34,80.94,56.77,8.24,135.56,38.28,100,1556.33,31.95,2.68,-6.17,19.82,No_failure
06-03-2021,10.26,2.31,40,91.72,69.21,8.34,218.93,50.36,70,1698.67,17.06,34.94,-18.57,17.31,No_failure
07-08-2021,14.47,2.61,40,90.99,71.94,30.22,50,41.9,70,1315.83,0.86,47.71,20.59,15.63,No_failure
27-02-2021,13.03,2.43,6.12,87.15,53.62,4.47,214.07,36.6,70,1222.84,0.74,9.33,38.32,14.39,No_failure
26-02-2021,9.59,2.86,40,92.06,90,11.05,300,36.89,100,1533.69,21.4,11.68,-20.39,16.59,No_failure
19-07-2021,8.01,2.23,32.83,76.61,75.88,1.85,149.67,43,100,1251.88,8.6,7.33,29.36,15.49,No_failure
24-07-2021,0.17,10.24,203.54,121.5,121.69,75.97,427.47,76.22,135.76,2282.1,140.35,-81.66,114.03,93.57,Failure
16-03-2021,9.45,2.88,40,76.86,68.72,-3.59,176.51,36.31,70,1498.83,11.8,29.46,45.21,13.84,No_failure
27-07-2021,1.93,7.1,186.25,131.05,108.65,62.59,401.55,75.2,125.8,2070.88,172.69,3.39,99.54,98.88,Failure
29-07-2021,0.68,11.27,147.81,129.69,110.96,84.91,414.77,98.71,135.57,2424.5,160.1,153.61,108.96,82.75,Failure
25-12-2021,42.75,2.72,3.01,98.38,81.04,23.71,147.34,54.8,70,1485.35,60,5.17,19.25,20,No_failure
18-12-2021,11.07,2.87,40,86.7,64.18,18.35,86.52,48.25,100,1417.11,29.93,105.65,-22.55,13.4,No_failure
